[2024-06-14T22:00:13.902Z] debug: 	Saved 2 profiles, took: 10.18ms
[2024-06-15T13:27:21.808Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:21.956Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:21.987Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:22.581Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:22.704Z] debug: 	Generated 50 assault () easy bots
[2024-06-15T13:27:22.706Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:22.707Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:22.708Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:22.827Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:22.858Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:22.949Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:23.012Z] debug: 	No default: mod_pistol_grip mod found on template: weapon_mossberg_590a1_12g and multiple items found in existing pool
[2024-06-15T13:27:23.199Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:23.451Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:23.644Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:23.729Z] debug: 	Unable to add additional magazine into bot inventory for weapon: weapon_toz_sks_762x39, attempted: 1 times
[2024-06-15T13:27:24.150Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:24.239Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:24.488Z] debug: 	Generated 50 assault () normal bots
[2024-06-15T13:27:24.489Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:24.489Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:24.490Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:24.552Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:24.616Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:25.002Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:25.125Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:25.213Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:25.472Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:26.127Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:26.286Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:26.590Z] debug: 	Generated 50 assault () hard bots
[2024-06-15T13:27:26.591Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:26.592Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:26.593Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:26.597Z] info: 	[Requête Client] /singleplayer/settings/bot/limit/assault
[2024-06-15T13:27:26.599Z] info: 	[Requête Client] /singleplayer/settings/bot/limit/bossKolontay
[2024-06-15T13:27:26.600Z] info: 	[Requête Client] /singleplayer/settings/bot/limit/followerKolontayAssault
[2024-06-15T13:27:26.600Z] info: 	[Requête Client] /singleplayer/settings/bot/limit/followerKolontaySecurity
[2024-06-15T13:27:26.639Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:26.903Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:27.091Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:27.271Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:27.399Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:27.644Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:28.213Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:28.605Z] debug: 	No default: mod_pistol_grip mod found on template: weapon_mossberg_590a1_12g and multiple items found in existing pool
[2024-06-15T13:27:28.809Z] debug: 	No default: mod_pistol_grip mod found on template: weapon_mossberg_590a1_12g and multiple items found in existing pool
[2024-06-15T13:27:28.950Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:29.926Z] debug: 	Generated 50 assault () easy bots
[2024-06-15T13:27:30.070Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:30.184Z] debug: 	Failed to place item 3 of 6 items into assault containers: TacticalVest. Tried 4 times, reason: NO_SPACE, skipping
[2024-06-15T13:27:30.303Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:30.388Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:30.802Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:30.888Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:31.125Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:31.195Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-15T13:27:31.545Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:31.626Z] debug: 	No default: mod_pistol_grip mod found on template: weapon_mossberg_590a1_12g and multiple items found in existing pool
[2024-06-15T13:27:31.944Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:32.149Z] debug: 	Generated 50 assault () normal bots
[2024-06-15T13:27:32.823Z] debug: 	Generated 5 bossKolontay () normal bots
[2024-06-15T13:27:34.263Z] debug: 	Generated 10 followerKolontayAssault () normal bots
[2024-06-15T13:27:35.656Z] debug: 	Generated 10 followerKolontaySecurity () normal bots
[2024-06-15T13:27:35.660Z] debug: 	Saved 2 profiles, took: 3.94ms
[2024-06-15T13:27:37.121Z] info: 	[Requête Client] /singleplayer/sandbox/maxpatrol
[2024-06-15T13:27:37.147Z] info: 	[Requête Client] /vcql/zones/get
[2024-06-15T13:27:37.288Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:37.800Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:38.099Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:38.313Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:38.378Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:38.379Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:38.380Z] debug: 	No default: mod_muzzle mod found on template: weapon_kalashnikov_mp155_12g and multiple items found in existing pool
[2024-06-15T13:27:38.406Z] debug: 	No default: mod_muzzle mod found on template: weapon_benelli_m3_s90_12g and multiple items found in existing pool
[2024-06-15T13:27:38.437Z] debug: 	No default: mod_muzzle mod found on template: weapon_kalashnikov_mp155_12g and multiple items found in existing pool
[2024-06-15T13:27:38.558Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:38.558Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:38.558Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:38.591Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:38.591Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:38.623Z] warn: 	L'emplacement requis 'mod_muzzle' sur muzzle_pp-91-01_zmz_std_9x18pm, mod_muzzle était vide sur sptusec
[2024-06-15T13:27:38.623Z] warn: 	Arme 57f3c6bd24597738e730fa2f weapon_zmz_pp-91-01_9x18pm a été générée incorrectement, remplacement par un preset d'arme, voir erreur au-dessus
[2024-06-15T13:27:38.649Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:38.650Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:38.680Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:38.680Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:38.680Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:38.740Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:38.740Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:38.758Z] debug: 	Generated 15 sptUsec () easy bots
[2024-06-15T13:27:38.759Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:38.766Z] debug: 	unknown
[2024-06-15T13:27:38.885Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 4. Using mod items default plate
[2024-06-15T13:27:38.885Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:38.885Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:38.886Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_korundvm 5f5f41476bdad616ad46d631, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:38.946Z] debug: 	No default: mod_reciever mod found on template: weapon_izhmash_akms_762x39 and multiple items found in existing pool
[2024-06-15T13:27:39.004Z] debug: 	No default: mod_reciever mod found on template: weapon_izhmash_ak74m_545x39 and multiple items found in existing pool
[2024-06-15T13:27:39.038Z] warn: 	L'emplacement requis 'mod_muzzle' sur muzzle_pp-91-01_zmz_std_9x18pm, mod_muzzle était vide sur sptusec
[2024-06-15T13:27:39.038Z] warn: 	Arme 57f3c6bd24597738e730fa2f weapon_zmz_pp-91-01_9x18pm a été générée incorrectement, remplacement par un preset d'arme, voir erreur au-dessus
[2024-06-15T13:27:39.126Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-15T13:27:39.126Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-15T13:27:39.127Z] debug: 	No default: mod_muzzle mod found on template: weapon_kalashnikov_mp155_12g and multiple items found in existing pool
[2024-06-15T13:27:39.158Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:39.218Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-15T13:27:39.220Z] debug: 	No default: mod_stock mod found on template: weapon_adar_2-15_556x45 and multiple items found in existing pool
[2024-06-15T13:27:39.241Z] debug: 	Generated 15 sptUsec () normal bots
[2024-06-15T13:27:39.242Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:39.243Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:39.329Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-15T13:27:39.425Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:39.485Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:39.608Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:39.886Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-15T13:27:41.050Z] debug: 	Generated 50 assault () hard bots
[2024-06-15T13:27:41.051Z] info: 	[Requête Client] /singleplayer/settings/bot/getBotBehaviours/
[2024-06-15T13:27:41.051Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:41.080Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:42.309Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:42.410Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:42.884Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:42.979Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:43.443Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:43.495Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:43.785Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:44.390Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-15T13:27:46.552Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
